Sentence		Source
Սենյակում տիրում էր կիսախավար, և օդը փոքր֊ինչ ծանր էր:		Զազունյան 1890
Էմման պառկած էր կողքի վրա՝ դեմքը նրա կողմն արած:		Զազունյան 1890
Քնած ժամանակ նա գեղեցիկ և անմեղ էր երևում, ինչպես լինում են երեխաները:		Զազունյան 1890
Աննան սիրով և քնքշությամբ նայում էր նրան, ինչպես նայում է մայրն իր քնած երեխային:		Զազունյան 1890
բայց այդ ավելի նպաստում էր նրա քնքուշ գեղեցկությանը:		Զազունյան 1890
Աննան կամաց թեքվեց և զգուշորեն համբուրեց նրա այտը:		Զազունյան 1890
Էմման հանկարծ ինչ֊որ մի խուլ ճիչ արձակեց և ամբողջ մարմնով ցնցվեց:		Զազունյան 1890
Աչքերը բաց արավ և իսկույն նստեց.		Զազունյան 1890
հայացքն անմիտ էր, դեմքը սարսափ էր արտահայտում.		Զազունյան 1890
շնչում էր արագ:		Զազունյան 1890
- Ի՞նչ պատահեց, սիրելիս,- հարցրեց Աննան վախեցած:		Զազունյան 1890
- Այդ դու՞ ես,- ասաց նա կամաց:		Զազունյան 1890
- Չլինի՞ վախեցար, որ համբուրեցի:		Զազունյան 1890
Էմման ձեռքը դրեց իր արագ բաբախող կրծքին:		Զազունյան 1890
- Հենց նոր երազումս քեզ էի տեսնում,- ասաց նա և աշխատեց ժպտալ:		Զազունյան 1890
- Ի՞նչպես, պատմիր տեսնենք:		Զազունյան 1890
Դու երազի հավատո՞ւմ ես:		Զազունյան 1890
- Ի՞նչ հավատալու է:		Զազունյան 1890
Էմման վերցրեց գլխակապը և մազերը ետ տարավ ճակատից:		Զազունյան 1890
- Վաղո՞ւց ես եկել,- հարցրեց նա:		Զազունյան 1890
- Մեկ ժամ կլինի,- պատասխանեց Աննան:		Զազունյան 1890
ինչո՞ւ չէիր արթնացնում:		Զազունյան 1890
ինձ խո երազումդ էլ տեսնում էիր:		Զազունյան 1890
- Եվ բոլոր ժամանակ նստա՞ծ էիր մոտս,- հարցրեց նա:		Զազունյան 1890
- Ոչ, դեռ ամուսնուդ մոտ էի, հետո մտա քեզ մոտ:		Զազունյան 1890
- Նա տա՞նն է:		Զազունյան 1890
- Ուրեմն բավական ուշ է,- ասաց էմման, լուսամուաից դուրս նայեյով:		Զազունյան 1890
- Ժամը տասն է:		Զազունյան 1890
Այսպես շատ ես ոչ մի օր չեմ քնել:		Զազունյան 1890
- Այդ առողջանալուդ նշանն է:		Զազունյան 1890
- Այո, ես այսօր ինձ բավական լավ եմ զգում և դրա համար պարտական եմ քեզ:		Զազունյան 1890
- Օդանցքն ես եմ բաց արել, օդը ծանր էր.		Զազունյան 1890
կուզե՞ս փակեմ,- հարցրեց Աննան:		Զազունյան 1890
- Ոչ, փակեմ, փակեմ.		Զազունյան 1890
կմրսես, ցուրտ է:		Զազունյան 1890
Աննան վեր կացավ և փակեց օդանցքը:		Զազունյան 1890
հա, երազդ մոռացար պատմել:		Զազունյան 1890
- Չէ, չեմ մոռացել, հիմա կպատմեմ:		Զազունյան 1890
- Այս շալն էլ որ ծածկես, Էմմա ջան, այն ժամանակ ավելի լավ կլինի:		Զազունյան 1890
- Արա, ինչ ուզում ես, ես քեզ անձնատուր եմ լինում,- ասաց ժպտալով Էմման:		Զազունյան 1890
Աննան շալը ձգեց նրա ուսերին և ծածկեց նրա մեջքն ու կուրծքը:		Զազունյան 1890
Հիմա պատմիր՝ տեսնենք ի՞նչ երազ ես տեսել:		Զազունյան 1890
- Բայց այնպե՜ս սարսափելի երազ էր, Աննա,- մտահոգությամբ ասաց Էմման:		Զազունյան 1890
երևի շատ ես վախեցել:		Զազունյան 1890
- Իբրև թե անցնում եմ մի ընդարձակ դաշտով,- սկսեց Էմման:		Զազունյան 1890
- Դաշտը կանաչ էր, ինչպես գարնանն է լինում:		Զազունյան 1890
Տեսնեմ հեռու մի ծեր, ալևոր մարդու շուրջը բազմաթիվ ջահել կանայք և աղջիկներ են հավաքված:		Զազունյան 1890
Ծեր մարդու ձեռքին բազմաթիվ վառ ճրագներ կան:		Զազունյան 1890
Ճրագները վազելուց սաստիկ վառվում էին:		Զազունյան 1890
Մի ինչ֊որ անդիմադրելի զորություն ձգում էր ինձ դեպի ծերունին:		Զազունյան 1890
Ծերունու ձեռքին մնացել էր մի հատիկ ճրագ միայն:		Զազունյան 1890
Այդ ճրագը մերթ շատ պայծառ էր վառվում, մերթ շատ աղոտ:		Զազունյան 1890
- Այդ ճրագն էլ ինձ տուր,- բացականչեցի ես, ձեռքս մեկնելով:		Զազունյան 1890
Ծերունին գլուխը բացասական կերպով շարժեց:		Զազունյան 1890
Նա մի զարհուրելի մարդ էր:		Զազունյան 1890
- Տո՛ւր, տո՛ւր,- աղաչում էի ես:		Զազունյան 1890
Ճրագն ինձ սաստիկ գրավում էր:		Զազունյան 1890
- Տո՛ւր, տո՛ւր,- թախանձում էի ես:		Զազունյան 1890
էմման հանկարծ ցնցվեց և լռեց:		Զազունյան 1890
- Հետո՞,- հարցրեց Աննան, որին ակամա հետաքրքրում էր նրա երազը:		Զազունյան 1890
- Ես դեռ չեմ երևում այդտեղ:		Զազունյան 1890
- Սպասիր, կերևաս,- ասաց էմման:		Զազունյան 1890
- Հետո,- շարունակեց նա,- ճրագը ձեռքիս՝ փախչում էի…		Զազունյան 1890
չէ, չէի փախչում, թռչում էի, սլանում էի…		Զազունյան 1890
ոտներս գետնի վրա չէին:		Զազունյան 1890
Ճրագը սաստիկ վառվում էր, նրա բոցը դիպչում էր դեմքիս և այրում:		Զազունյան 1890
Հանկարծ տեսնեմ, կպավ հագուստիս, հագուստս սկսեց այրվել:		Զազունյան 1890
Ուզում էի ճրագը վայր ձգեմ ձեռքիցս, չէր լինում.		Զազունյան 1890
կպած էր ձեռքիս, պոկ չէր գալիս…		Զազունյան 1890
այնինչ հակառակ իմ կամքին՝ ես շարունակում էի սլանալ…		Զազունյան 1890
Զաքարը բռնած ունի Արամիկի ձեռքից:		Զազունյան 1890
Նրանք վազում են շների առաջից:		Զազունյան 1890
Արամիկը սաստիկ ճչում է, լաց է լինում…		Զազունյան 1890
Ճրագը ձեռքիս սլացա նրանց դեմ, նրանց շներից ազատելու մտքով:		Զազունյան 1890
Ես փչում եմ ճրագին, փչում եմ, չի հանգչում…		Զազունյան 1890
Ես ավելի ուժով եմ փչում, դարձյալ չի հանգչում ճրագը:		Զազունյան 1890
Շները դժոխային հաչոց են բարձրացնում…		Զազունյան 1890
Հանկարծ որտեղից- չգիտեմ- հայտնվում ես դու, մի անգամ փչում ես, և ճրագը հանգչում է:		Զազունյան 1890
- Հետո՞,- հարցրեց Աննան:		Զազունյան 1890
- Հետո, շուրջս սարսափելի խավար տիրեց…		Զազունյան 1890
- Հանկարծ դեմքիս մի սաստիկ, խիստ սաստիկ, կարծես երկաթե ձեռքի ապտակ զգացի…		Զազունյան 1890
Այնքան սաստիկ էր այդ ապտակը, որ ընկա և սկսեցի գլորվել մի մութ անհատակ անդունդ…		Զազունյան 1890
- Հա՜, հա՜, հա՜,- բարձրաձայն ծիծաղեց Աննան:		Զազունյան 1890
- Երևի այդ ապտակն իմ համբույրն էր:		Զազունյան 1890
- Հետո՞, հետո՞ ինչ:		Զազունյան 1890
- Ափսոս, երանի ապտակ չէի տվել, ով գիտե էլ ինչ հիմարություններ էիր տեսնելու:		Զազունյան 1890
- Չէ, Աննա, լավ եղավ, որ արթնացրիր…		Զազունյան 1890
ինչպես զարհուրելի՜ էր,- ասաց էմման մտախոհ:		Զազունյան 1890
- Հիմա՞,- կարճ լռությունից հետո հարցրեց Աննան:		Զազունյան 1890
Էմման սթափվեց, նայեց նրան և տխուր կերպով ժպտաց:		Զազունյան 1890
- Մեկնիր երազս,- ասաց նա:		Զազունյան 1890
Շները խո շներ են, Զաքարը- Զաքար, Արամիկն- Արամիկ, դու- դու, ես էլ- ես:		Զազունյան 1890
Ճրագը, որով այրում էիր դեմքդ և հագուստդ, հիվանդությունդ էր:		Զազունյան 1890
Փչելով և հանգցնելով ճրագը՝ նշանակում է առողջացրի քեզ և…		Զազունյան 1890
հիմա պետք է վեր կենաս, սիրելիս, և անկողինդ թողնես:		Զազունյան 1890
Էմման դարձյալ ժպտաց:		Զազունյան 1890
- Հավանում եմ,- ասաց նա:		Զազունյան 1890
- Եվ հիմա ուղիղ որ վեր կկենամ:		Զազունյան 1890
Դու մեկ նեղություն կրիր զանգը տուր:		Զազունյան 1890
- Աղախինը գա հագցնի ինձ:		Զազունյան 1890
- Ախ, չէ, սիրելիս, մնա դեռ անկողնում.		Զազունյան 1890
ես կատակով ասացի.		Զազունյան 1890
դու դեռ թույլ ես:		Զազունյան 1890
- Չէ, Աննա, հավատա, չէ.		Զազունյան 1890
ես ինձ հիմա բավական լավ եմ զգում.		Զազունյան 1890
միշտ պառկած լինելն էլ ավելի է թուլացնում մարդու.		Զազունյան 1890
- Ի՞նչ հարկավոր է.		Զազունյան 1890
երբ որ այդպես է, ես ինքս կհագցնեմ քեզ,- ասաց Աննան և սկսեց հագցնել նրան:		Զազունյան 1890
Նրա դիմաց նստած էր Աննան, իսկ Աննայի մոտ - Արամիկը:		Զազունյան 1890
Փոքրիկ սեղանի վրա դրած էր սուրճը ոսկեզօծ բաժակների մեջ:		Զազունյան 1890
Էմման իրեն մի տեսակ թեթև և հանգիստ էր զգում:		Զազունյան 1890
Ինչ֊որ տխուր, բայց անդորր զգացմունք լցրել էր նրա սիրտը:		Զազունյան 1890
Զաքարն այդ օրը սովորականից ավելի վաղ տուն եկավ:		Զազունյան 1890
էմման, հետզհետե ուժի գալով, բոլորովին կազդուրվեց:		Զազունյան 1890
ամուսինն առավել քան ուրիշը, բնականաբար, նրան անտանելի էր թվում.		Զազունյան 1890
