Sentence	Source
‘ఊ’ అంటే బూతుగా వుంటుంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఒక్కక్షణం క్రితమే బంధుత్వపు పిలుపులు గురించి జరిగిన సంభాషణ గుర్తువచ్చి భద్ర తెల్లబోయింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అంతలో సర్దుకొని ఫక్కున నవ్వింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఈమారు తెల్లబోవడం వంతు జానకిది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
భద్ర ఏమీ చెప్పకుండా ‘దెబ్బ కొట్టేవు’-అంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
జానకికి అప్పుడు తన మాటకు అర్ధం జ్ఞాపకం వచ్చింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అంది భద్ర నవ్వుతూ.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
చీకటిపడ్డాక కనకరత్నమ్మ పెద్దకూతురు అన్నపూర్ణను వెంటబెట్టుకు వచ్చింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అంటూ భద్ర ఆమెకు గుమ్మంలో స్వాగతం ఇచ్చింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
వచ్చింది మొదలు ఒకటే అల్లరి! ప్రాణాలు తోడేస్తున్నారు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
పిల్లలయ్యేక అల్లరి చెయ్యరా? అల్లరిచెయ్యని పిల్లలంటే వాళ్ళలో ఏదో లోపం ఉందనే అనుకోవాలి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అంటూ భద్ర పిల్లలకూ, అల్లరికీ ఉండవలసిన అవినాభావ సంబంధం వర్ణించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అంటూ సావిట్లో కుర్చీలవేపు దారి తీసింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇసకపూడిలో సభ వుందని వెళ్ళేరు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
వచ్చేవేళకి రాత్రి బాగా పొద్దు పోతుంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అదే ఈ చంపడాలూ, పోలీసు దౌర్జన్యాలూ గురించే ఈ వేళ సభ	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఔనమ్మా, మరీ ఘోరకలిగా వుంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కాలేజీలో చదువుకొంటున్న కుర్రాడిని తీసుకెళ్ళి చంపెయ్యడం.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఈ దిక్కుమాలిన గవర్నమెంటు పోవాలన్నారంటే అనరూ.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
వాళ్ళు చంపాలనుకుంటే ఆశ్చర్యమా? పాపం రంగమ్మగారి శోకం తీరేది కాదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అంటూ కనకరత్నమ్మ విచారం కనబరిచింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కూర్చోవే, అన్నపూర్ణా! లేకపోతే సాధనావాళ్ళూ వున్నారు మేడమీదికెళ్ళు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇందాకా నువ్వూ వెళ్ళేవు! మరో పది నిముషాల్లో వాళ్ళూ వచ్చేరు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
తల వొంచుకుని, గోడనానుకొని తల్లి కుర్చీపక్క అలాగే నిలబడింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
చూసిరమ్మని నేనే తరిమితే బయలుదేరింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
సాధన ఉందా అని అడిగింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
నేనూ ఏదో ధ్యాసలో వుండిపోయా.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
జానకికి పరిచయం చేయాలని తోచనేలేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అది తోచి, తీరా చూస్తే ఇది వెళ్ళేపోయింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అని భద్ర సాయంకాలం ఘటన వివరించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అన్నీ అక్కడ పెట్టేసి, ఆకలివేస్తే చిన్నవాళ్ళకి పెట్టమని సరోజకి వప్పచెప్పి వచ్చా.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మధ్యాహ్నం నుంచి రావాలని ప్రయత్నం.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అందుకే ఇప్పటికేనా తెమిలి బయట పడగలిగేను.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇంతకీ ఏరీ వదినగారు! ఇంట్లో వున్నారా?	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఊళ్ళో తమ స్వంత ఇల్లు, స్వంత అన్నగారూ వుండగా ఇక్కడ దిగటం యేమిటో.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మీతో ఎంత స్నేహం, ఎంత చనువూ వుంటే మాత్రం?	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కనకరత్నమ్మ కృత్రిమ గాంభీర్యం చూపుతూ.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అని భద్ర ఆమె కోపాభినయాన్ని తేలగొట్టేసింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఎందుకు రాదూ? అదీ సన్నాహంలోనే వుంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మధ్యాహ్నం భోజనం చేసేసరికి పేట లోంచి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఎవరో రాజకీయ బంధువులు వచ్చివుంటారు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అతి సామాన్యంగానే వున్నా ఆ మాట వెనక కొంచెం కష్టపెట్టుకోవడం వినిపించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అసలు బంధువులే లేకుండా పోయినప్పుడు మనిషి ఎవరినో ఒకర్ని బంధువుల్ని చూసుకొంటాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఊరికే గాలిలో బ్రతకలేం కద!	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
పది నిముషాలు ఆమాటా ఈమాటా ఆడుతూ, చటుక్కున ప్రశ్నించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కనకరత్నం ఆమె చెయ్యి పట్టుకుకూర్చోబెట్టింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
పోనీ నువ్వెళ్ళి మీ బావని పిలుచుకురావే	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అని అన్నపూర్ణ మెలికలు తిరిగింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఎంత చెప్పినా అది అంతే	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అని కంకరత్నమ్మ అసహాయత తెలిపింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
వాళ్ళింట్లో సోఫాలు, ఫాన్‌లు మంచి లైట్లు వున్నాయి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మనింట్లో చదువుకొనేందుకు మంచి లైటన్నా లేదని గునుస్తావు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మరి ఇప్పటినుండీ అత్తగారినీ, బావగారినీ మచ్చిక చేసుకోవాలి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆ కూతురు అతిసిగ్గూ, తల్లి హాస్యం భద్రకు వెలపరం అనిపించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
నీ వెర్రిగాని వాళ్ళ నాన్నకి సరిపడొద్దా? లేనిపోని ఆశలు చూపించకు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
తనను సమర్థిస్తున్నట్టే వున్నా ఆ మాటలోని ఎకసెక్కేన్ని కనకరత్నం అర్ధం చేసుకొంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
